External ID;Creation Date;Display Name;Order Lines/Product/Internal Reference;Order Lines/Description;Order Lines/Quantity;Order Lines/Margin;Order Lines/Unit Price;Salesperson/Display Name;Payment Status;Delivery Status
;;;AMP-X187;[AMP-X187] Припой с флюсом (20 г);1;42,576;140;;;
;;;DLV-WAREHOUSE;Самовывоз со склада;1;0;0;;;
;;;DLV-WAREHOUSE;Самовывоз со склада;1;0;0;;;
;;;DLV-WAREHOUSE;Самовывоз со склада;1;0;0;;;
__export__.sale_order_45095_b4cca4ca;44217,23924;SO-INS-137921;AMP-X307;[AMP-X307] NFC метка (NTAG216);3;147,702;90;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45094_43d673c0;44217,2228;SO-INS-137920;AMP-B098;[AMP-B098] Силовой ключ v3 (Troyka-модуль);3;532,723;310;InSales;Fully Paid;Fully Shipped
;;;AMP-X418;[AMP-X418] Бесконтактный датчик уровня жидкости «XKC-Y25-V»;4;1467,801;940;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45093_76657963;44217,12799;SO-INS-137919;AMP-S016;[AMP-S016] Микроник;1;532,222;990;InSales;Fully Paid;Fully Shipped
;;;DLV-EMS;Доставка службой EMS;1;1770;1770;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45092_ee3dd178;44217,09728;SO-INS-137918;AMP-X002;[AMP-X002] Breadboard;3;529,317;390;Наталья Гусева;Fully Paid;Fully Shipped
;;;AMP-X012;[AMP-X012] Трёхцветный светодиод;5;202,15;60;;;
;;;AMP-X538;[AMP-X538] Вилка штыревая / прямая симметричная / 1×40;10;488,66;90;;;
;;;AMP-W004;[AMP-W004] Кабель USB (A — B);5;700,375;240;;;
;;;AMP-B061;[AMP-B061] Ethernet Shield;2;1340,347;1390;;;
;;;AMP-M047;[AMP-M047] Алюминиевые колёса (пара);1;581,171;1290;;;
;;;AMP-X009-G4;[AMP-X009-G4] Светодиоды 5 мм (4 шт.);5;209,88;60;;;
;;;AMP-X009-B4;[AMP-X009-B4] Светодиоды 5 мм (4 шт.);5;87,527;40;;;
;;;AMP-M008;[AMP-M008] Шаровая опора (12 мм);5;553,147;190;;;
;;;AMP-H002;[AMP-H002] Микроконтроллер ATMega328P;1;198,598;390;;;
;;;AMP-W005;[AMP-W005] Соединительные провода «папа-папа»;9;1267,953;290;;;
;;;TN2000S;[TN2000S] Импульсный блок питания (2000 мА);1;684,455;1390;;;
;;;AMP-B045;[AMP-B045] Цифровой датчик температуры и влажности (Troyka-модуль);4;685,857;310;;;
;;;AMP-FR12-100;[AMP-FR12-100] Мотор 12 мм (9 В, 300 об/мин);8;1906,781;590;;;
;;;AMP-X009-R4;[AMP-X009-R4] Светодиоды 5 мм (4 шт.);5;210,245;60;;;
;;;AMP-X015;[AMP-X015] Транзистор полевой MOSFET;6;401,498;100;;;
;;;A000066;[A000066] Arduino Uno;2;1328,389;2140;;;
;;;A000067;[A000067] Arduino Mega 2560;1;989,04;3540;;;
;;;AMP-B008;[AMP-B008] Зуммер (Troyka-модуль);5;643,033;200;;;
;;;AMP-X009-Y4;[AMP-X009-Y4] Светодиоды 5 мм (4 шт.);5;215,4;60;;;
;;;AMP-B003;[AMP-B003] Потенциометр (Troyka-модуль);4;578,675;260;;;
;;;AMP-B005-R;[AMP-B005-R] Светодиод «Пиранья» (Troyka-модуль);5;478,278;170;;;
;;;AMP-B009;[AMP-B009] Кнопка (Troyka-модуль);5;344,002;130;;;
;;;DLV-RUPOST;Посылка Почтой России;1;645;774;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_45091_e2f8bf1f;44217,02319;SO-INS-137917;AMP-S050;[AMP-S050] CyberBug;1;311,742;690;InSales;Not Invoiced;Not Shipped
;;;AMP-S051;[AMP-S051] CyberLight;1;277,293;490;;;
;;;DLV-RUPOST;Посылка Почтой России;1;260;260;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_45090_f7c78c93;44217,00669;SO-INS-137916;AMP-S050;[AMP-S050] CyberBug;1;311,742;690;InSales;Fully Paid;Fully Shipped
;;;AMP-S051;[AMP-S051] CyberLight;1;277,293;490;;;
;;;AMP-S052;[AMP-S052] CyberMetal;1;353,629;790;;;
;;;AMP-X146;[AMP-X146] Конспект хакера;1;138,398;200;;;
;;;AMP-M035;[AMP-M035] Slot Box XL (#Структор);2;607,299;440;;;
;;;AMP-S059;[AMP-S059] CyberID;1;139,191;290;;;
;;;DLV-EMS;Доставка службой EMS;1;2740;2740;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45088_76b18076;44216,94314;SO-INS-137914;AMP-B188;[AMP-B188] Power Bank v2 (5 В, 2000 мА·ч);1;704,157;1490;InSales;Fully Paid;Fully Shipped
;;;TN1000S;[TN1000S] Импульсный блок питания (1000 мА);1;509,187;1040;;;
;;;AMP-B066;[AMP-B066] Мини-Реле (Troyka-модуль);2;412,008;360;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45087_53b533fb;44216,88395;SO-INS-137913;AMP-B001;[AMP-B001] Motor Shield (2 канала, 2 А);2;904,251;1040;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45086_5deee770;44216,85951;SO-INS-137912;AMP-X002;[AMP-X002] Breadboard;1;176,228;390;InSales;Fully Paid;Fully Shipped
;;;AMP-W005;[AMP-W005] Соединительные провода «папа-папа»;1;140,741;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45085_17c5b232;44216,81427;SO-INS-137910;AMP-S030;[AMP-S030] Электроника для начинающих (часть 1);1;2096,557;4240;InSales;Not Invoiced;Not Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45084_31ee8992;44216,81424;SO-INS-137911;AMP-M013;[AMP-M013] Крепления Arduino и Iskra (#Структор);1;211,736;290;InSales;Fully Paid;Fully Shipped
;;;AMP-M022;[AMP-M022] Пластины средние (#Структор);1;209,082;290;;;
;;;AMP-M024;[AMP-M024] Широкие рейки (#Структор);1;209,082;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45083_1c8e593b;44216,80407;SO-INS-137909;AMP-B156;[AMP-B156] Двухканальный H-мост (Troyka-модуль);1;404,095;900;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45082_822d6d2b;44216,7645;SO-INS-137908;A000067;[A000067] Arduino Mega 2560;1;986,257;3540;InSales;Fully Paid;Fully Shipped
;;;AMP-X145;[AMP-X145] Герметичный датчик температуры DS18B20;5;655,715;240;;;
;;;AMP-X327;[AMP-X327] Светодиодная RGB матрица 8×8;1;575,605;1290;;;
;;;AMP-X012;[AMP-X012] Трёхцветный светодиод;7;282,912;60;;;
;;;AMP-W004;[AMP-W004] Кабель USB (A — B);1;139,99;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45081_52b97a98;44216,74336;SO-INS-137907;AMP-X120;[AMP-X120] Шаговый двигатель 28STH45-0674A;2;112,505;1690;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45080_a0ded6b8;44216,74044;SO-INS-137906;AMP-S024;[AMP-S024] Йодо;1;2323,925;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45079_1f270519;44216,72087;SO-INS-137905;ABX00023;[ABX00023] ARDUINO MKR WIFI 1010;1;677,412;3190;InSales;Fully Paid;Fully Shipped
;;;AMP-X016;[AMP-X016] Фоторезистор;3;63,942;30;;;
;;;AMP-B199;[AMP-B199] Iskra Uno;1;378,387;980;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45078_24cf0ce7;44216,7052;SO-INS-137904;AMP-E037;[AMP-E037] Raspberry Pi 4 Model B (8 ГБ);1;1038,35;8890;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45077_ae3f638f;44216,68787;SO-INS-137903;AMP-S016;[AMP-S016] Микроник;1;531,806;990;InSales;Not Invoiced;Not Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45076_37de7cdd;44216,68206;SO-INS-137902;AMP-S010;[AMP-S010] Матрёшка Z;1;2149,392;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45075_ae6385cf;44216,66685;SO-INS-137901;DFR0299;[DFR0299] MP3-плеер;1;509,408;1040;InSales;Fully Paid;Fully Shipped
;;;AMP-B004;[AMP-B004] Датчик освещённости (Troyka-модуль);2;137,341;130;;;
;;;SEN0018;[SEN0018] Инфракрасный датчик движения;2;877,16;840;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45074_4cdb135a;44216,6538;SO-INS-137900;AMP-B143;[AMP-B143] Энкодер Troyka-модуль;1;91,47;200;InSales;Fully Paid;Fully Shipped
;;;AMP-B124;[AMP-B124] USB-UART преобразователь (Troyka-модуль);1;360,863;790;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45072_b9d1378e;44216,64214;SO-INS-137898;AMP-X337;[AMP-X337] Цветной TFT-дисплей 128×160 / 1,8”;1;744,584;1590;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45071_d7468841;44216,62499;SO-INS-137897;AMP-S027;[AMP-S027] NYAN!;1;924,267;2490;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Питеру;1;350;350;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
__export__.sale_order_45070_27aac7d5;44216,61626;SO-INS-137896;AMP-S050;[AMP-S050] CyberBug;1;311,369;690;InSales;Fully Paid;Fully Shipped
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;2149,392;5240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45069_a6c10ca9;44216,60103;SO-INS-137895;AMP-S024;[AMP-S024] Йодо;1;2542,259;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45068_9dd9daf1;44216,60023;SO-INS-137894;AMP-B144;[AMP-B144] Iskra Nano Pro;2;338,377;530;InSales;Fully Paid;Fully Shipped
;;;AMP-B063;[AMP-B063] Датчик тока (Troyka-модуль);1;262,284;470;;;
;;;AMP-X009-Y4;[AMP-X009-Y4] Светодиоды 5 мм (4 шт.);1;43,07;60;;;
;;;AMP-X009-R4;[AMP-X009-R4] Светодиоды 5 мм (4 шт.);1;42,038;60;;;
;;;AMP-B182;[AMP-B182] Ёмкостный датчик влажности почвы;2;530,846;630;;;
;;;DLV-RUPOST;Посылка Почтой России;1;260;260;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_45067_399cb076;44216,59804;SO-INS-137893;AMP-B072;[AMP-B072] Датчик приближения и освещённости (Troyka-модуль);2;1031,299;950;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Питеру;1;350;350;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
__export__.sale_order_45066_5f20dcf5;44216,55691;SO-INS-137892;AMP-X588;[AMP-X588] PETG-пластик FDplast / зелёный;1;263,437;1190;InSales;Fully Paid;Fully Shipped
;;;AMP-P003;[AMP-P003] 3D-принтер Flying Bear Ghost 5;1;3784,705;32790;;;
;;;AMP-X585;[AMP-X585] PLA-пластик FDplast / синий;1;320,203;1190;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45064_91c7265c;44216,55037;SO-INS-137891;AMP-S009;[AMP-S009] Матрёшка Y;1;1812,643;4740;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45063_ba35f6fb;44216,54594;SO-INS-137890;AMP-X235;[AMP-X235] Рокерный выключатель с подсветкой;1;53,842;90;InSales;Fully Paid;Fully Shipped
;;;AMP-X021;[AMP-X021] Переменный резистор (потенциометр) 10K;2;29,659;40;;;
;;;AMP-FR12-298;[AMP-FR12-298] Мотор 12 мм (9 В, 80 об/мин);1;281,042;590;;;
;;;AMP-X075;[AMP-X075] Батарейка CR1225;1;49,197;90;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45062_e7f475a4;44216,54157;SO-INS-137889;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;192,719;580;InSales;Not Invoiced;Not Shipped
;;;AMP-B094;[AMP-B094] Датчик углекислого газа MQ-135 (Troyka-модуль);1;299,825;530;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45058_d59e5ff5;44216,52697;SO-INS-137887;AMP-X064-5;[AMP-X064-5] Диоды сигнальные Шоттки 1N5818 (5 шт.);1;18,512;30;InSales;Not Invoiced;Not Shipped
;;;AMP-X037;[AMP-X037] Сборка Дарлингтона ULN2003A;1;22,938;40;;;
;;;AMP-X195;[AMP-X195] Wi-Fi модуль ESP8266;1;320,47;540;;;
;;;AMP-M035;[AMP-M035] Slot Box XL (#Структор);1;303,561;440;;;
;;;AMP-X016;[AMP-X016] Фоторезистор;2;42,628;30;;;
;;;AMP-X045-5;[AMP-X045-5] Диоды выпрямительные 1N4007 (5 шт.);1;13,866;20;;;
;;;AMP-X035-5;[AMP-X035-5] Транзисторы биполярные (5 шт.);1;35,253;50;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45057_5f190be6;44216,524;SO-INS-137885;ABX00033;[ABX00033] Arduino Nano Every;1;415,299;1440;InSales;Fully Paid;Fully Shipped
;;;AMP-X373;[AMP-X373] Губка для очистки жала;1;116,164;190;;;
;;;1PK-125T;[1PK-125T] Пинцет антимагнитный;1;211,984;390;;;
;;;AMP-X300;[AMP-X300] Текстовый экран 16×2 / зелёный с чёрным / I²C / 3,3 В;1;433,125;840;;;
;;;AMP-X016;[AMP-X016] Фоторезистор;1;21,314;30;;;
;;;AMP-X153;[AMP-X153] Оплётка для выпайки;1;133,087;340;;;
;;;AMP-B099;[AMP-B099] Монохромная LED матрица 8×8 (Troyka-модуль);1;358,33;690;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
