External ID,Date,Product/Internal Reference,Quantity Done,Source Location/Display Name,Destination Location/Display Name
__export__.stock_move_1253422_001234ae,2021-12-13 15:48:11,AMP-X075,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253424_083c9aea,2021-12-13 15:48:11,AMP-B004,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253426_a040366b,2021-12-13 15:48:11,AMP-B087,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253428_577f283f,2021-12-13 15:48:11,AMP-B008,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253430_ece91b8d,2021-12-13 15:48:11,AMP-B077-R,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253432_00e29a80,2021-12-13 15:48:11,AMP-B099,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253434_9e7439cc,2021-12-13 15:48:11,AMP-B003,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253436_db4765f4,2021-12-13 15:48:11,AMP-B093,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253438_5fa515e8,2021-12-13 15:48:11,AMP-B005-R,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253440_ad4cfaaf,2021-12-13 15:48:11,AMP-B043,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253442_f3e4f8c1,2021-12-13 15:48:11,AMP-B085,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253444_7845cc3b,2021-12-13 15:48:11,AMP-B086-R,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253446_5ec1b43f,2021-12-13 15:48:19,AMP-S010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253448_224b0cc6,2021-12-13 15:48:30,AMP-B192,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253450_fd3fd6d2,2021-12-13 15:48:30,AMP-B017,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253452_316bccfb,2021-12-13 15:48:30,AMP-X192,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253454_c3064621,2021-12-13 15:48:30,AMP-X699,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253456_d118cae9,2021-12-13 15:48:30,AMP-F032,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253458_3afb9d76,2021-12-13 15:48:30,AMP-F004,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253460_5f2666e9,2021-12-13 15:48:30,AMP-W005,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253462_cbc619d2,2021-12-13 15:48:30,FIT0004,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253466_47935650,2021-12-13 15:48:42,AMP-B017,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253468_ea19b1c9,2021-12-13 15:48:42,AMP-W040,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253470_005fb2bd,2021-12-13 15:48:42,AMP-V14810,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253472_edd01720,2021-12-13 15:48:42,AMP-X571,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253474_a58b451f,2021-12-13 15:48:49,AMP-S016,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253476_9bfe4613,2021-12-13 15:48:57,AMP-H006,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253478_99e70ab3,2021-12-13 15:48:57,AMP-X379,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253480_7063e013,2021-12-13 13:05:17,AMP-X074,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253482_551b6f4c,2021-12-13 13:05:17,AMP-W003,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253484_af60e0af,2021-12-13 13:05:17,AMP-CC104-10,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253486_c8f7830e,2021-12-11 09:30:27,AMP-X295,2,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253487_c9378994,2021-12-11 09:30:27,AMP-S056,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253490_d1a13766,2021-12-13 15:49:12,AMP-S010-BI,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253492_95357a6b,2021-12-13 15:55:40,AMP-P003,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253494_fa205899,2021-12-13 15:55:40,AMP-B110,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253496_8489fa31,2021-12-13 15:55:40,AMP-B100,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253498_286d4f0a,2021-12-13 15:55:40,AMP-B088,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253500_1b5559c7,2021-12-13 15:55:40,AMP-B124,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253502_40fcde0a,2021-12-13 15:55:40,AMP-X075,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253504_7b174233,2021-12-13 15:55:40,AMP-X183,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253506_61fd324a,2021-12-13 15:55:40,AMP-X539,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253508_e5c88dbe,2021-12-13 15:55:40,AMP-X041,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253510_3854d8b3,2021-12-13 15:55:40,AMP-X045-5,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253512_e0239b18,2021-12-13 15:55:40,IRL104A2B,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253514_0dd235b0,2021-12-13 15:55:40,AMP-V14038,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253516_836927d0,2021-12-13 15:55:40,AMP-X141,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253518_75164a64,2021-12-13 15:55:40,AMP-B155,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253520_4b076a68,2021-12-13 15:55:40,AMP-X754,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253522_72cc2799,2021-12-13 15:55:40,AMP-X753,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253524_7e92e6b7,2021-12-13 15:55:40,AMP-X681,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253526_ab1f234d,2021-12-13 15:27:10,AMP-S059,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253528_d4150326,2021-12-13 15:27:10,AMP-S051,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253530_d9261995,2021-12-13 15:27:10,AMP-X182,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253532_7f302472,2021-12-13 15:27:10,AMP-X379,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253534_883d4198,2021-12-13 15:27:10,AMP-S035,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253536_977a3da6,2021-12-13 15:27:10,AMP-S061,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253538_5de9cf0b,2021-12-13 15:27:10,AMP-S010-BI,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253540_c2fb9965,2021-12-13 15:27:10,AMP-S060,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253542_931bd0a4,2021-12-11 10:11:15,AMP-B065,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253543_2000a07e,2021-12-13 15:49:27,AMP-X325,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253545_88fdf70a,2021-12-13 15:49:27,AMP-B121,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253547_cb37f5b5,2021-12-13 15:49:27,AMP-B017,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253549_3a6d4ce6,2021-12-13 15:49:27,AMP-X183,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253551_1cdc3672,2021-12-13 15:49:27,AMP-B018,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253553_1c43a2f9,2021-12-13 15:49:27,AMP-X142-U2,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253555_792460de,2021-12-11 10:22:23,AMP-B110,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253556_7a2770e5,2021-12-13 15:49:35,AMP-S024,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253558_60990c8c,2021-12-13 15:49:40,AMP-E040,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253560_42c32b47,2021-12-13 15:56:12,AMP-X074,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253562_e551dd44,2021-12-13 15:56:12,1PK-501A,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253564_eee59537,2021-12-13 15:56:12,ISBN-3793-3,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253566_54957d4f,2021-12-13 15:27:17,AMP-V16642,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253568_80c1d469,2021-12-13 15:40:14,AMP-V14300,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253570_9210d4f3,2021-12-13 15:40:36,AMP-B088,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253572_2ee70dbd,2021-12-13 15:40:36,AMP-X282,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253574_241f7c09,2021-12-13 15:40:36,AMP-B092,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253576_57490016,2021-12-11 11:59:59,AMP-E019,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253577_89c741cd,2021-12-13 15:49:47,AMP-X053,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253579_e2ee335d,2021-12-13 15:49:47,AMP-X056,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253581_a82dce04,2021-12-11 13:35:06,AMP-X295,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253582_41f9f9d6,2021-12-11 13:35:06,AMP-X500,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253583_4c90f74a,2021-12-11 13:45:04,AMP-X414,2,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253584_a42328ce,2021-12-13 15:49:54,AMP-B046,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253586_e099450b,2021-12-13 15:49:54,AMP-S030,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253588_d061f547,2021-12-13 15:47:57,AMP-S010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253590_39884959,2021-12-13 15:47:57,AMP-X358,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253594_900c7a5d,2021-12-13 13:05:29,AMP-S035,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253596_a256f3a3,2021-12-11 14:59:59,AMP-S010-BI,1,WSSpb/Stock,Partner Locations/Customers
__export__.stock_move_1253597_f6a4904b,2021-12-13 15:50:02,AMP-B046,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253599_8a4268ef,2021-12-13 13:05:38,AMP-B062-IR,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253601_af5d2bd3,2021-12-13 13:05:38,AMP-B009,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253603_844555d5,2021-12-13 13:05:38,AMP-B077-R,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253605_53cd42b9,2021-12-13 13:05:38,AMP-B143,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253607_8157cb95,2021-12-13 13:05:45,AMP-B201,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253609_86eaf583,2021-12-13 13:05:50,AMP-B160,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253611_07673124,2021-12-13 15:50:10,AMP-S035,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253644_20f929e0,2021-12-13 15:50:25,AMP-S016,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253646_ea43691b,2021-12-13 15:50:31,AMP-X146,10,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253648_8bcb0adf,2021-12-13 15:48:16,AMP-X329,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253650_c7d33b2e,2021-12-13 15:56:19,AMP-S010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253652_6d09408f,2021-12-13 15:56:19,AMP-X358,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253654_9be9a9e5,2021-12-13 15:56:35,AMP-S024,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253656_bc0e7bb9,2021-12-11 17:25:02,AMP-S061,1,WSSpb/Stock,Partner Locations/Customers
__export__.stock_move_1253657_70dc47f3,2021-12-11 17:25:02,AMP-V14038,1,WSSpb/Stock,Partner Locations/Customers
__export__.stock_move_1253658_5634285e,2021-12-11 17:25:02,AMP-V14810,2,WSSpb/Stock,Partner Locations/Customers
__export__.stock_move_1253659_d38e7284,2021-12-11 17:25:02,AMP-V16642,1,WSSpb/Stock,Partner Locations/Customers
__export__.stock_move_1253660_28b8022c,2021-12-13 13:06:03,AMP-S059,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253662_03f27ad0,2021-12-13 13:06:03,AMP-S051,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253664_924218cf,2021-12-13 13:06:03,AMP-S060,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253666_d26b9cf0,2021-12-13 15:51:12,AMP-S010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253668_d59b5382,2021-12-13 15:51:19,AMP-S010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253672_6c6a65f1,2021-12-12 07:50:04,AMP-S008,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253673_09d444f8,2021-12-13 13:06:50,A000066,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253675_f58ea2e4,2021-12-13 15:51:27,AMP-X681,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253677_36aa8800,2021-12-13 13:07:06,AMP-B073,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253679_616ae19a,2021-12-13 15:51:35,AMP-X563,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253701_4a332a7b,2021-12-13 15:51:53,A000066,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253703_bde53509,2021-12-13 15:51:53,AMP-M035,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253705_a0d56e63,2021-12-13 15:51:53,AMP-B071,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253707_77f17a11,2021-12-13 15:51:53,AMP-B166,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253709_29e73ba9,2021-12-13 15:51:53,AMP-B004,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253711_7f6542da,2021-12-13 15:51:53,AMP-B009,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253713_cec97a0e,2021-12-13 15:51:53,AMP-B003,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253715_989ace9e,2021-12-13 15:51:53,AMP-X249-G,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253717_30ab90a7,2021-12-13 15:51:53,AMP-F003,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253719_4ac804d9,2021-12-13 13:07:26,AMP-X309,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253721_f9610e20,2021-12-13 13:07:26,AMP-X418,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253723_82c6ec1d,2021-12-13 13:07:26,AMP-W001,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253725_9a0f9270,2021-12-13 13:07:26,AMP-W022,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253727_01187f70,2021-12-12 12:31:08,AMP-E038-RU,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253728_9b7c2997,2021-12-13 15:52:09,AMP-X002,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253730_9807bfd1,2021-12-13 15:52:09,AMP-X013,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253732_25613883,2021-12-13 15:52:09,ISBN-0805-4,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253734_3d831d31,2021-12-13 15:52:09,AMP-X146,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253736_1e1f7cc5,2021-12-13 15:52:09,AMP-X104,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253738_2cc75fbc,2021-12-13 15:52:16,AMP-X319,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253740_b7723c6a,2021-12-13 15:57:18,AMP-E040,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253742_11b63897,2021-12-13 15:57:18,ISBN-0280-6,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253744_ecdc69a1,2021-12-13 15:52:25,AMP-S051,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253746_704b25b9,2021-12-13 15:52:25,AMP-S010-BI,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253748_e1bd8ba9,2021-12-15 16:06:41,AMP-X379,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253750_1018a5c9,2021-12-15 16:06:41,DFR0330,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253752_72ebd5f1,2021-12-15 16:06:41,AMP-S056,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253754_ca6edfbd,2021-12-15 16:06:41,AMP-S061,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253756_80607fee,2021-12-15 16:06:41,AMP-X523,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253758_bc96e851,2021-12-13 15:52:32,DEV-14436,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253760_df1aa488,2021-12-13 15:52:40,AMP-S059,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253762_1f39d80d,2021-12-13 15:52:40,AMP-S060,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253766_1df07b1f,2021-12-12 09:31:39,AMP-B057,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253767_65eb714b,2021-12-13 15:52:48,AMP-B030,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253769_c02c48c6,2021-12-13 15:52:48,AMP-B124,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253771_24c81486,2021-12-13 15:45:18,AMP-B025,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253773_77454d7e,2021-12-12 10:07:02,AMP-S016,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253774_f3f49b98,2021-12-13 15:45:28,AMP-V12824,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253776_bd5df46e,2021-12-13 15:53:01,AMP-B100,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253778_05565f47,2021-12-13 15:53:01,AMP-B030,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253780_e75a6529,2021-12-13 15:53:01,AMP-X287,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253782_e54eca22,2021-12-13 15:53:01,AMP-X286,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253784_6a993d76,2021-12-13 15:53:01,AMP-B010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253786_f35ab4c5,2021-12-13 15:53:01,AMP-X268,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253788_94b30fed,2021-12-13 15:45:35,AMP-X075,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253790_bcb963ac,2021-12-13 15:45:35,AMP-S016,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253792_4dcda47e,2021-12-13 15:45:45,ABX00032,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253794_b4cf50cb,2021-12-13 13:07:39,NOO-L008,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253796_73aa06f2,2021-12-13 13:07:39,NOO-L003-W,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253798_a027d5e5,2021-12-12 10:41:54,AMP-B110,1,WSSpb/Stock,Partner Locations/Customers
__export__.stock_move_1253799_916bb4e6,2021-12-13 13:07:49,AMP-S032,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253801_4fa938c7,2021-12-13 13:08:10,AMP-X145,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253803_6ad1cd92,2021-12-13 15:48:24,AMP-B061,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253805_cc428ea2,2021-12-13 15:48:24,AMP-X195,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253807_dd3b6b04,2021-12-13 15:48:24,AMP-X282,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253809_4edabfc4,2021-12-13 15:48:24,AMP-B143,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253811_50a0a5a5,2021-12-13 15:53:11,AMP-M013,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253813_810a3705,2021-12-13 15:53:11,AMP-S016,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253815_53dbe227,2021-12-13 15:53:11,AMP-X004,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253817_fce25b9c,2021-12-13 15:53:11,AMP-M052,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253819_1d670679,2021-12-13 15:53:11,AMP-M007,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253821_dd02feb2,2021-12-13 15:53:11,AMP-M010,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253823_102a18ff,2021-12-13 15:53:11,AMP-M006,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253825_bc3d7687,2021-12-13 15:53:11,AMP-X021,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253827_276f0cba,2021-12-13 15:53:26,AMP-S010-BI,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253829_ea829d32,2021-12-13 15:53:38,AMP-X651,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253831_50ff9447,2021-12-13 15:48:35,AMP-B199,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253833_aa4c8564,2021-12-13 15:53:46,AMP-W024-4,6,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253835_8fe9d9f3,2021-12-13 15:53:57,AMP-S059,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253837_6dc9c8a7,2021-12-13 15:53:57,AMP-S051,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253839_56208980,2021-12-13 15:53:57,AMP-S027,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253841_21f85e5f,2021-12-13 13:08:39,AMP-B046,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253843_ab6ce4e8,2021-12-13 15:54:04,DEV-14057,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253845_3e4eb9f5,2021-12-13 15:54:11,A000107,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253853_76080ef0,2021-12-13 08:40:29,AMP-S042,6,SS/Output,Partner Locations/Customers
__export__.stock_move_1253855_c6bba17a,2021-12-13 08:40:29,AMP-S041,3,SS/Output,Partner Locations/Customers
__export__.stock_move_1253857_42ea2c81,2021-12-12 15:10:04,AMP-S010-BI,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253858_28a51efa,2021-12-13 15:52:55,AMP-X553-EU,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253860_a42b5bd5,2021-12-13 13:08:57,AMP-B017,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253862_e0cb6ebe,2021-12-13 13:08:57,AMP-B196,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253864_90e8a4aa,2021-12-13 13:08:57,AMP-V16606,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253866_3bceac91,2021-12-13 13:08:57,AMP-B004,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253868_45129bac,2021-12-13 13:08:57,AMP-B127,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253870_c2e0886e,2021-12-13 13:08:57,AMP-X548,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253872_24e6514c,2021-12-13 13:08:57,AMP-B045,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253874_8c0f021a,2021-12-13 15:53:05,AMP-S016,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253884_2063682f,2021-12-14 14:13:12,AMP-B107,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253885_75bc45e3,2021-12-14 14:13:12,AMP-B138,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253886_98ae7261,2021-12-14 14:13:12,AMP-B045,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253887_0b18b60c,2021-12-14 14:13:12,AMP-B043,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253888_11a79079,2021-12-13 13:09:34,AMP-W007,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253891_0277b665,2021-12-13 15:53:17,AMP-W023-2,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253893_79b8b453,2021-12-13 15:53:17,AMP-W023-3,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253895_52622082,2021-12-13 15:53:17,AMP-W023-4,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253897_900abbc3,2021-12-13 15:53:17,AMP-X321,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253899_8f7aaf6f,2021-12-13 15:53:17,AMP-X549,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253901_4c2fb9af,2021-12-12 16:42:44,AMP-X310-W,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1253902_006e5a87,2021-12-13 15:53:34,AMP-X325,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253904_71faeabf,2021-12-13 15:53:34,AMP-B161,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253906_9b93ba72,2021-12-13 15:53:34,AMP-B126,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253908_cb68e721,2021-12-13 15:53:34,AMP-B162,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253910_bb1f41c4,2021-12-13 15:53:34,AMP-B119,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253912_aff91586,2021-12-13 15:53:34,AMP-X297,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253914_271474f4,2021-12-13 15:53:34,AMP-X298,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253916_09490dad,2021-12-13 15:53:34,AMP-X321,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253918_ed70cc90,2021-12-13 15:53:34,AMP-X348,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253920_d871cafc,2021-12-13 15:53:52,NOO-L012,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253922_b4534d74,2021-12-13 13:09:47,AMP-X414,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1253924_1696315b,2021-12-13 15:57:26,AMP-P003,1,AMPRU/Output,Partner Locations/Customers
