External ID,Date,Product/Internal Reference,Quantity Done,Source Location/Display Name,Destination Location/Display Name
__export__.stock_move_1361414_47bddc69,2022-10-03 12:58:10,AMP-B125,15,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361416_eea0826e,2022-10-03 12:58:10,AMP-X229,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361418_16ef5fb9,2022-10-03 12:58:10,AMP-X535,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361420_4516760e,2022-10-03 12:58:10,AMP-X329,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361422_7daa2600,2022-10-03 12:58:10,AMP-B117,10,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361584_98d0be3e,2022-06-09 09:47:46,AMP-S010-BI,50,SS/Output,Partner Locations/Customers
__export__.stock_move_1361586_dd4db932,2022-06-09 09:47:46,AMP-S035,22,SS/Output,Partner Locations/Customers
__export__.stock_move_1361624_70c7bdcd,2022-06-01 15:02:09,AMP-B154,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361626_d4701bb3,2022-06-08 12:42:40,AMP-S024,8,SS/Output,Partner Locations/Customers
__export__.stock_move_1361797_bca88e7f,2022-06-01 12:02:08,AMP-X002,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361799_b68c17c6,2022-06-01 12:02:08,AMP-X414,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361801_644e22b9,2022-06-01 12:02:08,AMP-E040,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361803_8ed8f0a8,2022-06-01 12:02:08,AMP-B081,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361805_2e43a441,2022-06-01 12:02:08,AMP-X004,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361807_20814e02,2022-06-01 12:02:08,AMP-X755,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361809_6b311352,2022-06-01 12:02:08,AMP-V14810,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361811_417925bb,2022-06-01 12:02:08,AMP-W007,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361813_5588de89,2022-06-01 12:02:08,AMP-W005,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361832_2cdc264d,2022-06-24 11:48:17,AMP-S010-BI,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361834_214f52be,2022-06-24 11:48:17,AMP-M035,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361836_827bf94a,2022-06-24 11:48:17,AMP-M034,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361838_731ee6d0,2022-06-24 11:48:17,AMP-B127,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361840_5b90d94f,2022-06-24 11:48:17,AMP-B125,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361842_96b52570,2022-06-24 11:48:17,AMP-B085,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361844_58031779,2022-06-24 11:48:17,AMP-B066,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361846_eb7e8358,2022-06-24 11:48:17,AMP-B050,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361848_2fa0d8e7,2022-06-24 11:48:17,AMP-B043,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361850_fce3aed3,2022-06-24 11:48:17,AMP-B022,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361852_fa916933,2022-06-24 11:48:17,AMP-B017,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361854_22605379,2022-06-24 11:48:17,AMP-B009,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361856_5075db5f,2022-06-24 11:48:17,AMP-B008,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361858_434b4b5a,2022-06-24 11:48:17,AMP-B006,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361860_cad9163a,2022-06-24 11:48:17,AMP-B005-R,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361862_41b282ed,2022-06-24 11:48:17,AMP-B004,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361864_e3341653,2022-06-24 11:48:17,AMP-B003,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361866_68e1ed0a,2022-06-24 11:48:17,AMP-B002,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1361992_011fe9dc,2022-06-21 07:02:53,AMP-X272,9,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362171_880d7f23,2022-06-02 15:03:24,AMP-V17076,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362173_8e1a9212,2022-06-02 15:03:24,AMP-X553-EU,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362175_cd46eb83,2022-06-02 15:03:24,AMP-W031,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362177_19407485,2022-06-02 15:03:24,AMP-W009,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362179_1cf363aa,2022-06-02 15:03:24,AMP-W010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362181_0f2998a6,2022-06-02 15:03:24,AMP-W029,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362183_0ff6164a,2022-06-02 15:03:24,AMP-X482,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362584_ec145910,2022-06-01 12:02:16,AMP-S040,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362586_924c1475,2022-06-01 12:02:16,AMP-S010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1362740_ed2ca079,2022-06-03 15:10:08,AMP-X750,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1363449_2b9becfe,2022-06-10 10:21:34,AMP-S032,3,SS/Output,Partner Locations/Customers
__export__.stock_move_1363451_8a2ef8dd,2022-06-10 10:21:34,AMP-S024,5,SS/Output,Partner Locations/Customers
__export__.stock_move_1363453_7bd6f61f,2022-06-10 10:21:34,AMP-S033,5,SS/Output,Partner Locations/Customers
__export__.stock_move_1364215_e8c15daa,2022-07-19 15:10:14,AMP-W001,500,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364280_ef7733a2,2022-05-31 13:26:47,AMP-S010-BI,4,SS/Output,Partner Locations/Customers
__export__.stock_move_1364282_2d60a441,2022-05-31 13:26:47,AMP-S024,2,SS/Output,Partner Locations/Customers
__export__.stock_move_1364284_cdab5587,2022-05-31 13:26:47,AMP-S041,2,SS/Output,Partner Locations/Customers
__export__.stock_move_1364286_2aeb3e54,2022-05-31 13:26:47,AMP-S051,1,SS/Output,Partner Locations/Customers
__export__.stock_move_1364288_b2a0c2bc,2022-05-31 13:26:47,AMP-S052,3,SS/Output,Partner Locations/Customers
__export__.stock_move_1364290_c16a9bc8,2022-05-31 13:26:47,AMP-S060,2,SS/Output,Partner Locations/Customers
__export__.stock_move_1364643_fc81090f,2022-06-16 12:26:27,AMP-X750,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364645_72d08f00,2022-06-16 12:26:27,AMP-X751,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364649_b20b933b,2022-06-01 13:10:21,AMP-B030,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364651_6b86c28b,2022-06-01 13:10:21,AMP-B017,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364653_93c5111c,2022-06-01 13:10:21,AMP-B112,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364655_ae2f9e9f,2022-06-01 13:10:21,AMP-X056,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364659_38fd17ed,2022-06-01 15:02:43,AMP-X268,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364786_cd920a52,2022-06-01 12:02:21,AMP-X329,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1364940_b163b291,2022-06-07 09:30:03,AMP-B016,90,SS/Output,Partner Locations/Customers
__export__.stock_move_1365071_84c07e8b,2022-05-31 14:48:49,AMP-B077-R,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365073_b96dbea4,2022-05-31 14:48:49,AMP-B160,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365075_90408f63,2022-05-31 14:48:49,AMP-B086-G,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365077_ae724945,2022-05-31 14:48:55,AMP-F001-U2,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365079_5c64ec1b,2022-05-31 14:49:05,AMP-B153,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365081_a2c4a016,2022-05-31 14:49:05,AMP-B111,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365083_bd714e2d,2022-05-31 14:49:11,AMP-S010-BI,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365126_35be1ba3,2022-05-31 14:49:21,AMP-S010-BI,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365658_19b4754d,2022-05-31 14:49:28,WRL-10534,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365660_4e7a95df,2022-05-31 14:49:28,WRL-10532,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365718_0237f8fb,2022-05-31 14:49:34,AMP-X023,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365720_4c8486a7,2022-05-31 14:49:34,AMP-X039,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365722_d24535cc,2022-05-31 14:49:34,AMP-X010,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365730_4e388b20,2022-05-31 14:49:40,AMP-B196,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365732_c3e57930,2022-05-31 14:49:40,AMP-W030,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365734_f418004c,2022-05-31 14:49:40,AMP-B123,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365795_9523ceb8,2022-06-06 11:09:11,AMP-W007,3,SS/Output,Partner Locations/Customers
__export__.stock_move_1365797_414c61a3,2022-06-06 11:09:11,AMP-W021,3,SS/Output,Partner Locations/Customers
__export__.stock_move_1365804_76070498,2022-05-31 14:48:11,AMP-X192,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365806_5bf6d164,2022-06-01 11:53:40,AMP-X325,20,SS/Output,Partner Locations/Customers
__export__.stock_move_1365808_24182814,2022-06-09 13:35:47,AMP-X588,1,SS/Output,Partner Locations/Customers
__export__.stock_move_1365810_22d504b9,2022-06-09 13:35:47,AMP-X589,1,SS/Output,Partner Locations/Customers
__export__.stock_move_1365812_c9b8b310,2022-06-09 13:35:47,AMP-X092,1,SS/Output,Partner Locations/Customers
__export__.stock_move_1365814_753ff65c,2022-06-09 13:35:47,AMP-X026-Y,1,SS/Output,Partner Locations/Customers
__export__.stock_move_1365816_e91b9716,2022-06-09 13:35:47,AMP-R220R-10,1,SS/Output,Partner Locations/Customers
__export__.stock_move_1365818_de49a3f0,2022-06-09 13:35:47,AMP-X045-5,1,SS/Output,Partner Locations/Customers
__export__.stock_move_1365846_c2cdb2b8,2022-05-31 14:49:46,AMP-X414,6,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365848_61ba782e,2022-05-31 14:49:52,AMP-B134,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365850_8a4e1ce3,2022-05-31 14:49:52,AMP-X041,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365852_d5f17fb6,2022-05-31 14:49:52,AMP-W023-2,5,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365932_3232efd3,2022-05-31 14:48:19,AMP-B004,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365934_0fc7c3c8,2022-05-31 14:48:19,AMP-X067,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365936_71a9b5f8,2022-05-31 14:48:19,AMP-B026,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365938_ea874269,2022-05-31 14:48:19,AMP-X159,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365940_1ad5735c,2022-05-31 15:04:10,AMP-B018,12,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1365942_4e847318,2022-05-31 15:04:32,AMP-S035,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366010_585e0efc,2022-06-01 15:02:48,AMP-B026,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366012_044af8f3,2022-06-01 15:02:48,AMP-B114,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366016_313ce9eb,2022-05-31 15:04:50,AMP-X320,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366170_e629e7a7,2022-06-22 11:03:58,AMP-S010-BI,15,SS/Output,Partner Locations/Customers
__export__.stock_move_1366173_0d838987,2022-06-22 11:03:58,AMP-S024,15,SS/Output,Partner Locations/Customers
__export__.stock_move_1366259_625e51e5,2022-05-31 15:04:38,AMP-S059,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366261_4d7c9fb0,2022-05-31 15:04:38,AMP-S051,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366263_8e5d6895,2022-05-31 15:04:38,AMP-S052,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366265_a1e193dd,2022-05-31 15:04:38,AMP-S060,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366283_e314ddc4,2022-05-31 14:49:59,AMP-B196,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366285_08b1110f,2022-05-31 14:49:59,AMP-X546,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366287_4859f24f,2022-05-31 14:49:59,AMP-X545,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366289_24bccf12,2022-05-31 14:49:59,AMP-X210,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366291_3f6d2922,2022-05-31 14:50:09,AMP-X221,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366293_b95d32c2,2022-05-31 14:50:09,AMP-X157,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366295_d337bd18,2022-05-31 14:50:09,AMP-B010,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366297_a43f952d,2022-06-02 15:03:31,AMP-X286,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366299_1d5d57d1,2022-06-02 15:03:31,AMP-B066,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366326_dc015c5b,2022-06-01 12:02:28,AMP-X414,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366328_5ae6b6ac,2022-06-01 12:02:28,AMP-B030,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366330_867f6e52,2022-06-01 12:02:28,AMP-V15082,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366332_c3b1b262,2022-06-01 12:02:28,AMP-V13275,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366334_3de699ca,2022-06-01 12:02:28,AMP-B045,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366384_3dd7c831,2022-05-31 14:50:15,AMP-X002,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366386_11a51d55,2022-05-31 14:50:15,AMP-B141,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366388_0601341b,2022-05-31 14:50:15,AMP-B052,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366390_b578e204,2022-05-31 14:50:21,AMP-S010-BI,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366469_346b6d45,2022-05-31 14:50:26,AMP-R1K-10,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366471_ac500b6b,2022-05-31 14:48:27,A000067,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366473_126ce49c,2022-05-31 14:48:27,AMP-B073,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366475_29fe991f,2022-05-31 14:48:27,AMP-X100-VLG,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366478_4496d851,2022-06-06 11:09:28,AMP-X514,15,SS/Output,Partner Locations/Customers
__export__.stock_move_1366480_eb425f7e,2022-05-31 14:48:36,AMP-B088,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366482_cb9b6a6a,2022-05-31 15:04:45,AMP-S009,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366484_36971b00,2022-06-28 11:33:05,A000066,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366486_469ed70e,2022-06-28 11:33:05,AMP-B017,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366488_ba8ede6a,2022-06-28 11:33:05,AMP-B144,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366490_e3604258,2022-06-28 11:33:05,AMP-X002,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366492_7dcae32f,2022-06-28 11:33:05,AMP-X003,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366494_5697607c,2022-06-28 11:33:05,AMP-W021,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366496_84276b78,2022-06-28 11:33:05,AMP-W007,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366498_fcc02893,2022-06-28 11:33:05,AMP-W006,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366500_acc9f89a,2022-06-28 11:33:05,AMP-B086-R,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366502_b2738d70,2022-06-28 11:33:05,AMP-X210,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366504_65d3367a,2022-06-28 11:33:05,AMP-X145,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366506_2ac292fb,2022-06-28 11:33:05,AMP-X202,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366508_c4fea6bf,2022-06-28 11:33:05,AMP-B148,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366597_0b27491f,2022-06-03 11:55:40,AMP-X192,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366599_c1eee3a5,2022-06-03 11:55:40,AMP-F031,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366601_965e320e,2022-06-03 11:55:40,AMP-F034,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366603_9eb1b6fa,2022-06-03 11:55:40,AMP-F035,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366672_c5680766,2022-05-31 12:54:41,AMP-X297,1,OF/Stock,Partner Locations/Customers
__export__.stock_move_1366735_9d4c3dc6,2022-05-31 13:24:12,AMP-B042,2,OF/Stock,Partner Locations/Customers
__export__.stock_move_1366736_d9ef5dff,2022-06-01 11:53:24,TN2000S,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366738_73e1ef60,2022-06-01 11:53:24,AMP-X045-5,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366740_1e5b8554,2022-06-01 11:53:24,AMP-X230,2,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366742_84aebdf3,2022-06-01 11:53:24,AMP-B066,3,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366744_53214d67,2022-06-01 11:53:24,AMP-X015,4,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366747_42f25d94,2022-06-01 12:02:34,ABX00018,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366749_b0c708cf,2022-06-01 12:02:34,AMP-W023-2,1,AMPRU/Output,Partner Locations/Customers
__export__.stock_move_1366751_0e4edfde,2022-06-01 15:02:17,AMP-X414,1,AMPRU/Output,Partner Locations/Customers
